"Subject"	"Condition"	"Electrode"	"meanAmp_factor"	"Race"	"Gender"	"Fix"
46	"WFE"	"CPZ"	1.19898715151515	"White"	"female"	"eyes"
46	"WFF"	"CPZ"	2.54959584848485	"White"	"female"	"fore"
46	"WME"	"CPZ"	2.28864121212121	"White"	"male"	"eyes"
46	"WMF"	"CPZ"	1.16395336363636	"White"	"male"	"fore"
47	"BFE"	"CPZ"	3.05294666666667	"Black"	"female"	"eyes"
47	"BFF"	"CPZ"	3.73860272727273	"Black"	"female"	"fore"
47	"BME"	"CPZ"	3.32330818181818	"Black"	"male"	"eyes"
47	"BMF"	"CPZ"	0.652790818181818	"Black"	"male"	"fore"
47	"WFE"	"CPZ"	2.12247803030303	"White"	"female"	"eyes"
47	"WFF"	"CPZ"	2.54275715151515	"White"	"female"	"fore"
47	"WME"	"CPZ"	2.0884376969697	"White"	"male"	"eyes"
47	"WMF"	"CPZ"	1.65456187878788	"White"	"male"	"fore"
48	"BFE"	"CPZ"	-1.73993951515152	"Black"	"female"	"eyes"
48	"BFF"	"CPZ"	-1.57561221212121	"Black"	"female"	"fore"
48	"BME"	"CPZ"	0.647269212121212	"Black"	"male"	"eyes"
48	"BMF"	"CPZ"	-0.986902393939394	"Black"	"male"	"fore"
48	"WFE"	"CPZ"	1.22216333333333	"White"	"female"	"eyes"
48	"WFF"	"CPZ"	-1.14780184848485	"White"	"female"	"fore"
48	"WME"	"CPZ"	2.14843260606061	"White"	"male"	"eyes"
48	"WMF"	"CPZ"	-2.53553712121212	"White"	"male"	"fore"
49	"BFE"	"CPZ"	-1.34611518181818	"Black"	"female"	"eyes"
49	"BFF"	"CPZ"	0.628275454545455	"Black"	"female"	"fore"
49	"BME"	"CPZ"	-0.580956242424242	"Black"	"male"	"eyes"
49	"BMF"	"CPZ"	-0.808595787878788	"Black"	"male"	"fore"
49	"WFE"	"CPZ"	-1.80778933333333	"White"	"female"	"eyes"
49	"WFF"	"CPZ"	-1.20610648484848	"White"	"female"	"fore"
49	"WME"	"CPZ"	-0.826137545454545	"White"	"male"	"eyes"
49	"WMF"	"CPZ"	-2.24594603030303	"White"	"male"	"fore"
51	"BFE"	"CPZ"	7.69876090909091	"Black"	"female"	"eyes"
51	"BFF"	"CPZ"	8.96875636363636	"Black"	"female"	"fore"
51	"BME"	"CPZ"	9.34223696969697	"Black"	"male"	"eyes"
51	"BMF"	"CPZ"	5.38377484848485	"Black"	"male"	"fore"
51	"WFE"	"CPZ"	7.94211272727273	"White"	"female"	"eyes"
51	"WFF"	"CPZ"	6.54381818181818	"White"	"female"	"fore"
51	"WME"	"CPZ"	6.72200272727273	"White"	"male"	"eyes"
51	"WMF"	"CPZ"	4.83582242424242	"White"	"male"	"fore"
52	"BFE"	"CPZ"	3.40808484848485	"Black"	"female"	"eyes"
52	"BFF"	"CPZ"	1.74274518181818	"Black"	"female"	"fore"
52	"BME"	"CPZ"	2.82545981818182	"Black"	"male"	"eyes"
52	"BMF"	"CPZ"	2.1617833030303	"Black"	"male"	"fore"
52	"WFE"	"CPZ"	1.46696190909091	"White"	"female"	"eyes"
52	"WFF"	"CPZ"	-0.453658272727273	"White"	"female"	"fore"
52	"WME"	"CPZ"	1.21556733333333	"White"	"male"	"eyes"
52	"WMF"	"CPZ"	4.82971303030303	"White"	"male"	"fore"
53	"BFE"	"CPZ"	1.1202923030303	"Black"	"female"	"eyes"
53	"BFF"	"CPZ"	0.293996939393939	"Black"	"female"	"fore"
53	"BME"	"CPZ"	0.801781636363636	"Black"	"male"	"eyes"
53	"BMF"	"CPZ"	0.207739760606061	"Black"	"male"	"fore"
53	"WFE"	"CPZ"	1.47437972727273	"White"	"female"	"eyes"
53	"WFF"	"CPZ"	0.752706212121212	"White"	"female"	"fore"
53	"WME"	"CPZ"	0.27395946969697	"White"	"male"	"eyes"
53	"WMF"	"CPZ"	0.671409909090909	"White"	"male"	"fore"
54	"BFE"	"CPZ"	-0.0709894606060606	"Black"	"female"	"eyes"
54	"BFF"	"CPZ"	0.418831333333333	"Black"	"female"	"fore"
